sheet,column,gap_status,candidate_current_tables,candidate_any_schema,rationale
Item Body,Sno,FILLABLE_FROM_CURRENT_ERP_TABLES,Master_MasterCodes_Table.VoucherLineNo; Master_RegistrationDetails_Table.VoucherLineNo; Master_Table.VoucherLineNo; Transaction_Header_Table.VoucherLineNo; Transaction_ItemBody_Table.VoucherLineNo; Transaction_Payments_Table.VoucherLineNo,AcadamicYearDetails_Table.VoucherLineNo; Account_AccountGroup_Table.VoucherLineNo; AccountingPeriod_Status_Table.VoucherLineNo; AdvanceLicenseDetails_Table.VoucherLineNo; An_CurrentStatus.VoucherLineNo; Apparel_ReorderLevels_Table.VoucherLineNo; ApparelPhysicalStockCheckedItems_Table.VoucherLineNO; ApparelPhysicalStockUpdate_Barcode_Table.VoucherLineNo; ApparelPhysicalStockUpdate_Header_Table.VoucherLineNo; ApparelPhysicalStockUpdate_ItemBody_Table.VoucherLineNo; ApplicationDetails_Table.VoucherLineNo; ApplicationForm_Header_Table.VoucherLineNo,Matching column(s) exist in current connector table set.
Item Body,rid,FILLABLE_FROM_CURRENT_ERP_TABLES,Master_Table.ID; Transaction_Header_Table.voucherid; Transaction_ItemBody_Table.RID; Transaction_ItemBody_Table.TVRID; Transaction_Payments_Table.rid,AssetStockLedger_Table.RID; BillWiseBalances2020.Rid; billwiseOpeningBalances.Rid; Cache_Master_Table.ID; CalculationsDetails.Id; ConsumablesIssuebody_table.RID; ConsumablesIssuebody_table.TVRID; deleteddutydrawback.RID; DeliveryPackingListDetails_Table.Rid; DeliveryPackingListDetails_Table.TVRid; Diagnos_DiagnosticTestResults_Table.RID; Diagnos_DiagnosticTestResults_Table.TVRID,Matching column(s) exist in current connector table set.
Item Body,tvrid,FILLABLE_FROM_CURRENT_ERP_TABLES,Master_Table.ID; Transaction_ItemBody_Table.RID; Transaction_ItemBody_Table.TVRID; Transaction_Payments_Table.rid,AssetStockLedger_Table.RID; BillWiseBalances2020.Rid; billwiseOpeningBalances.Rid; Cache_Master_Table.ID; CalculationsDetails.Id; ConsumablesIssuebody_table.RID; ConsumablesIssuebody_table.TVRID; deleteddutydrawback.RID; DeliveryPackingListDetails_Table.Rid; DeliveryPackingListDetails_Table.TVRid; Diagnos_DiagnosticTestResults_Table.RID; Diagnos_DiagnosticTestResults_Table.TVRID,Matching column(s) exist in current connector table set.
Item Body,MRVNo,FILLABLE_WITH_SCHEMA_EXTENSIONS,,BillWiseBalances2020.Vno; billwiseOpeningBalances.Vno; LastYearCreditorBalances.Vno; OldYearCreditorsBillWiseBalances.Vno; OpeningUnClearedCheques.VNo; recbleforemail.Vno; TempDailyDespatch.Vno; Transaction_EInvResponse_Table.Vno; Transaction_EWBResponse_Table.Vno,Matching column(s) exist in ERP schema but outside current connector table set.
Item Body,Mfg Date,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.Date; Transaction_ItemBody_Table.Product; Transaction_ItemBody_Table.Batch,Apparel_ReorderLevels_Table.Product; ApparelPhysicalStockCheckedItems_Table.Product; ApparelPhysicalStockUpdate_Header_Table.Date; ApparelPhysicalStockUpdate_ItemBody_Table.Product; ApplicationForm_Header_Table.Batch; AppointmentsDetails_Table.Date; AssetBookDepreciation_Header_Table.Date; AssetInsurance_Header_Table.Date; AssetIssuedoutforMaintenance_Header_Table.Date; AssetMaintenanceContract_Header_Table.Date; AssetReceivedbackfromMaintenance_Header_Table.Date; Assets_ComponentDetails_Table.Date,Matching column(s) exist in current connector table set.
Item Body,Exp Date,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.Date,ApparelPhysicalStockUpdate_Header_Table.Date; AppointmentsDetails_Table.Date; AssetBookDepreciation_Header_Table.Date; AssetInsurance_Header_Table.Date; AssetIssuedoutforMaintenance_Header_Table.Date; AssetMaintenanceContract_Header_Table.Date; AssetReceivedbackfromMaintenance_Header_Table.Date; Assets_ComponentDetails_Table.Date; Assets_GenerateAssetIdsDetails_Table.Date; AssetSale_Header_Table.Date; AssetStockLedger_Table.Date; AssetTaxDepreciation_Header_Table.Date,Matching column(s) exist in current connector table set.
Item Body,Actual Qty,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.Quantity; Transaction_ItemBody_Table.QuantityInBasUOM,ApparelPhysicalStockUpdate_ItemBody_Table.Quantity; Asset_Components_Table.Qty; AssetAllotmentDetails_Table.Quantity; Assets_ComponentDetails_Table.Quantity; Assets_PuttoUseDetails_Table.quantity; AssetSale_ItemBody_Table.Quantity; Company_Details_Table.QuantityDecimal; Company_Details_Table.QuantityDecimals; DeliveryPackingListDetails_Table.Quantity; Diagnos_DiagnosticTest_Inventory_Table.Qty; FillingStationCreditBill_Body_Table.Quantity; FillingStationSummaryBill_Body_Table.Quantity,Matching column(s) exist in current connector table set.
Item Body,Pending Qty,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.Quantity,ApparelPhysicalStockUpdate_ItemBody_Table.Quantity; Asset_Components_Table.Qty; AssetAllotmentDetails_Table.Quantity; Assets_ComponentDetails_Table.Quantity; Assets_PuttoUseDetails_Table.quantity; AssetSale_ItemBody_Table.Quantity; AutoCRM_OrderPriceDetails_Table.Balance; BankPassbookDetails_Table.balance; DeliveryPackingListDetails_Table.Quantity; Diagnos_DiagnosticTest_Inventory_Table.Qty; FillingStationCreditBill_Body_Table.Quantity; FillingStationSummaryBill_Body_Table.Quantity,Matching column(s) exist in current connector table set.
Item Body,Packages,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.TotalPackages; Transaction_ItemBody_Table.Packages; Transaction_ItemBody_Table.FreePackages,Asset_Components_Table.Qty; AutoCRM_TestDriveFeedBackDetails_Table.Age; Diagnos_DiagnosticTest_Inventory_Table.Qty; Diagnos_TransHeader_Table.Age; KOT_CancellationOrBill_Table.Qty; KOT_ItemBodyDetails_Table.Qty; PackingSlip_ItemBody_Table.Qty; PatientRegistration_PatientDetails_Table.Age; PendingAdjustedDetails_Table.Qty; PendingAdjustedDetails_Tablebak.Qty; PendingDetails_Table.Qty; PendingDetails_Table_202210121.Qty,Matching column(s) exist in current connector table set.
Item Body,Free Product,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.Product; Transaction_ItemBody_Table.FreeProduct,Apparel_ReorderLevels_Table.Product; ApparelPhysicalStockCheckedItems_Table.Product; ApparelPhysicalStockUpdate_ItemBody_Table.Product; AssetStockLedger_Table.Product; AutoCRM_EnquiryCurrentVehiclesOwned_Table.Product; BarcodeDetails_Table.Product; BarcodeDetails_Table1.Product; CustomerWiseProductWisePriceDetails_Table.Product; DeliveryPackingListDetails_Table.Product; Diagnos_DiagnosticTest_Inventory_Table.Product; DipChartDetails_Table.Product; Enquiry_EnquiredProducts_Table.Product,Matching column(s) exist in current connector table set.
Item Body,Free Qty,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.TotalFreeQty; Transaction_ItemBody_Table.FreeQty; Transaction_ItemBody_Table.FreeQtyInBaseUOM,Asset_Components_Table.Qty; Diagnos_DiagnosticTest_Inventory_Table.Qty; KOT_CancellationOrBill_Table.Qty; KOT_ItemBodyDetails_Table.Qty; PackingSlip_ItemBody_Table.Qty; PendingAdjustedDetails_Table.Qty; PendingAdjustedDetails_Tablebak.Qty; PendingDetails_Table.Qty; PendingDetails_Table_202210121.Qty; PreviousYear_POSPartyDetails_Table.TotalFreeQty; PreviousYear_POSSales_Table.FreeQty; PreviousYear_POSSales_Table.FreeQtyInBaseUOM,Matching column(s) exist in current connector table set.
Item Body,Free Packages,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.Packages; Transaction_ItemBody_Table.FreePackages,AutoCRM_TestDriveFeedBackDetails_Table.Age; Diagnos_TransHeader_Table.Age; PatientRegistration_PatientDetails_Table.Age; PreviousYear_POSSales_Table.Packages; PreviousYear_POSSales_Table.FreePackages; recbleforemail.Age; RoomCheckinDetails_Table.Age; RoomReservationDetails_Table.Age; Transaction_ItemBody_Table.Packages; Transaction_ItemBody_Table.FreePackages; Transaction_ItemBody1_Table.Packages; Transaction_ItemBody1_Table.FreePackages,Matching column(s) exist in current connector table set.
Item Body,Broken,FILLABLE_WITH_SCHEMA_EXTENSIONS,,Asset_Components_Table.Qty; Diagnos_DiagnosticTest_Inventory_Table.Qty; KOT_CancellationOrBill_Table.Qty; KOT_ItemBodyDetails_Table.Qty; PackingSlip_ItemBody_Table.Qty; PendingAdjustedDetails_Table.Qty; PendingAdjustedDetails_Tablebak.Qty; PendingDetails_Table.Qty; PendingDetails_Table_202210121.Qty; RoomItemsChecklistDetails_Table.Qty; siddivinayakaadjustments.Qty; TIB_SchemeBenefits.Qty,Matching column(s) exist in ERP schema but outside current connector table set.
Item Body,Broken Packages,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.Packages,AutoCRM_TestDriveFeedBackDetails_Table.Age; Diagnos_TransHeader_Table.Age; PatientRegistration_PatientDetails_Table.Age; PreviousYear_POSSales_Table.Packages; recbleforemail.Age; RoomCheckinDetails_Table.Age; RoomReservationDetails_Table.Age; Transaction_ItemBody_Table.Packages; Transaction_ItemBody1_Table.Packages; Transaction_ReturnItemBody_Table.Packages; Tripsheet_ItemDetails_Table.Packages; UnloadingSheet_ItemDetails_Table.Packages,Matching column(s) exist in current connector table set.
Item Body,CF,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.CCF,AssetInsuranceOrAMCDetails_Table.InsuranceOrAMCFrom; AssetSale_ItemBody_Table.CF; DeliveryPackingListDetails_Table.CF; LastYearInformation_Body_Table.CF; Master_BillsOfMaterial_Table.InputQtyCF; PermitDetails_Table.CFAmount; Transaction_ItemBody_Table.CCF; Transaction_ItemBody1_Table.CCF,Matching column(s) exist in current connector table set.
Item Body,BaseUnitQty,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.Unit; Transaction_ItemBody_Table.Quantity; Transaction_ItemBody_Table.QuantityInBasUOM,ApparelPhysicalStockUpdate_ItemBody_Table.Quantity; Asset_Components_Table.Unit; Asset_Components_Table.Qty; AssetAllotmentDetails_Table.Unit; AssetAllotmentDetails_Table.Quantity; Assets_ComponentDetails_Table.Unit; Assets_ComponentDetails_Table.Quantity; Assets_PuttoUseDetails_Table.quantity; AssetSale_ItemBody_Table.Unit; AssetSale_ItemBody_Table.Quantity; AssetSale_ItemBody_Table.BaseUnitQty; AssetsFinal_08012021.Unit,Matching column(s) exist in current connector table set.
Item Body,Incl Rate,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.Rate; Transaction_ItemBody_Table.inclrate,AssetAllotmentDetails_Table.Rate; Assets_ComponentDetails_Table.Rate; AssetSale_ItemBody_Table.Rate; BarcodeDetails_Table.Rate; BarcodeDetails_Table1.Rate; ConsumablesIssuebody_table.Rate; Diagnos_DiagnosticTest_Inventory_Table.Rate; FillingStationCreditBill_Body_Table.Rate; FillingStationSummaryBill_Body_Table.Rate; FocusOPRates.Rate; InspectionServiceCall_MachineDetails_Table.Rate; IssuestoProduction_ItemBody_Table.Rate,Matching column(s) exist in current connector table set.
Item Body,StkQty,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.StkQty,Asset_Components_Table.Qty; Diagnos_DiagnosticTest_Inventory_Table.Qty; KOT_CancellationOrBill_Table.Qty; KOT_ItemBodyDetails_Table.Qty; PackingSlip_ItemBody_Table.Qty; PendingAdjustedDetails_Table.Qty; PendingAdjustedDetails_Tablebak.Qty; PendingDetails_Table.Qty; PendingDetails_Table_202210121.Qty; PreviousYear_POSSales_Table.StkQty; RoomItemsChecklistDetails_Table.Qty; siddivinayakaadjustments.Qty,Matching column(s) exist in current connector table set.
Item Body,Disc Rate,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.Rate; Transaction_ItemBody_Table.DiscRate; Transaction_ItemBody_Table.Discount; Transaction_ItemBody_Table.AddlDiscRate; Transaction_ItemBody_Table.SplDiscRate; Transaction_ItemBody_Table.SchDiscRate; Transaction_ItemBody_Table.SchemeDiscRate; Transaction_Payments_Table.DiscountRate,AssetAllotmentDetails_Table.Rate; Assets_ComponentDetails_Table.Rate; AssetSale_ItemBody_Table.Rate; AssetSale_ItemBody_Table.DiscRate; AssetSale_ItemBody_Table.Discount; BarcodeDetails_Table.Rate; BarcodeDetails_Table.SaleDiscRate; BarcodeDetails_Table1.Rate; BarcodeDetails_Table1.SaleDiscRate; ConsumablesIssuebody_table.Rate; CoverNoteItemDetails_Table.DiscRate; CoverNoteItemDetails_Table.Discount,Matching column(s) exist in current connector table set.
Item Body,Discount,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.DiscountStructure; Transaction_Header_Table.TotalDiscount; Transaction_Header_Table.TotalGrossMinusDiscount; Transaction_Header_Table.TotalDiscountInCC; Transaction_Header_Table.Billdiscountpercent; Transaction_Header_Table.DBDiscount; Transaction_Header_Table.TotalFreeSchDiscount; Transaction_Header_Table.DiscountAccount,AssetSale_Header_Table.DiscountStructure; AssetSale_ItemBody_Table.Discount; AssetSale_Summary_Table.TotalDiscount; CoverNoteHeaderDetails_Table.TotalDiscount; CoverNoteItemDetails_Table.Discount; DayEnd_Header_Table.Discount; FeeReceivedDetails_table.DiscountAmount; FeeReceivedDetails_table.DiscountPer; FeeReceivedDetails_table.Discount; FeeReceivedDiscountDetails_table.DiscountAccount; FeeReceivedDiscountDetails_table.DiscountPer; FeeReceivedDiscountDetails_table.DiscountAmount,Matching column(s) exist in current connector table set.
Item Body,AddlDiscRate,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.Rate; Transaction_ItemBody_Table.DiscRate; Transaction_ItemBody_Table.AddlDiscRate; Transaction_ItemBody_Table.AddlDisc,AssetAllotmentDetails_Table.Rate; Assets_ComponentDetails_Table.Rate; AssetSale_ItemBody_Table.Rate; AssetSale_ItemBody_Table.DiscRate; BarcodeDetails_Table.Rate; BarcodeDetails_Table1.Rate; ConsumablesIssuebody_table.Rate; CoverNoteItemDetails_Table.DiscRate; Diagnos_DiagnosticTest_Inventory_Table.Rate; FillingStationCreditBill_Body_Table.Rate; FillingStationSummaryBill_Body_Table.Rate; FocusOPRates.Rate,Matching column(s) exist in current connector table set.
Item Body,AddlDisc,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.AddlDiscRate; Transaction_ItemBody_Table.AddlDisc,PreviousYear_POSSales_Table.AddlDiscRate; PreviousYear_POSSales_Table.AddlDisc; Transaction_ItemBody_Table.AddlDiscRate; Transaction_ItemBody_Table.AddlDisc; Transaction_ItemBody1_Table.AddlDiscRate; Transaction_ItemBody1_Table.AddlDisc; Transaction_ReturnItemBody_Table.AddlDiscRate; Transaction_ReturnItemBody_Table.AddlDisc,Matching column(s) exist in current connector table set.
Item Body,TotalDisc,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.DiscountStructure; Transaction_Header_Table.TotalDiscount; Transaction_Header_Table.TotalGrossMinusDiscount; Transaction_Header_Table.TotalDiscountInCC; Transaction_Header_Table.Billdiscountpercent; Transaction_Header_Table.DBDiscount; Transaction_Header_Table.TotalFreeSchDiscount; Transaction_Header_Table.DiscountAccount,AssetSale_Header_Table.DiscountStructure; AssetSale_ItemBody_Table.Discount; AssetSale_Summary_Table.TotalDiscount; CoverNoteHeaderDetails_Table.TotalDiscount; CoverNoteItemDetails_Table.Discount; DayEnd_Header_Table.Discount; EmployeeAttendanceDetails_Table.OT; FeeReceivedDetails_table.DiscountAmount; FeeReceivedDetails_table.DiscountPer; FeeReceivedDetails_table.Discount; FeeReceivedDiscountDetails_table.DiscountAccount; FeeReceivedDiscountDetails_table.DiscountPer,Matching column(s) exist in current connector table set.
Item Body,GrossMinusDisc,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.TotalGrossMinusDiscount; Transaction_ItemBody_Table.Gross; Transaction_ItemBody_Table.GrossMinusDisc; Transaction_Payments_Table.GrossMinusDisc,AssetAllotmentDetails_Table.Gross; AssetSale_ItemBody_Table.Gross; CoverNoteHeaderDetails_Table.TotalGrossMinusDisc; CoverNoteItemDetails_Table.GrossMinusDisc; KOT_CancellationOrBill_Table.GrossMinusDiscount; PreviousYear_POSSales_Table.Gross; PreviousYear_POSSales_Table.GrossMinusDisc; SaudaHeaderDetails_Table.TotalGrossMinusDisc; SaudaItemDetails_Table.GrossMinusDisc; ServiceBooking_ItemBody_Table.Gross; ServiceBooking_ItemBody_Table.GrossMinusDisc; Services_PartstoBeIssued_Table.Gross,Matching column(s) exist in current connector table set.
Item Body,AssessableValue,FILLABLE_WITH_SCHEMA_EXTENSIONS,,AdvanceLicenseDetails_Table.Value; Asset_Components_Table.Value; EPCGLicenseDetails_Table.Value; Product_Taxes_Table.defineAssessableValue; TaxConfigurationDetails_Table.DefineAssessableValue; TDS_TDSNaturePropertyDetails_Table.MinimumAssessableValue; Transaction_BodyTaxes_Table.AssessableValue,Matching column(s) exist in ERP schema but outside current connector table set.
Item Body,ServiceTaxRate,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.TotalServiceTax; Transaction_ItemBody_Table.Rate,AssetAllotmentDetails_Table.Rate; Assets_ComponentDetails_Table.Rate; AssetSale_ItemBody_Table.Rate; BarcodeDetails_Table.Rate; BarcodeDetails_Table1.Rate; Company_Details_Table.ServiceTaxNo; ConsumablesIssuebody_table.Rate; Diagnos_DiagnosticTest_Inventory_Table.Rate; FillingStationCreditBill_Body_Table.Rate; FillingStationSummaryBill_Body_Table.Rate; FocusOPRates.Rate; InspectionServiceCall_MachineDetails_Table.Rate,Matching column(s) exist in current connector table set.
Item Body,ServiceTax,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.TotalServiceTax,Company_Details_Table.ServiceTaxNo; PendingDetails_Table.Tax; PendingDetails_Table_202210121.Tax; PreviousYear_POSPartyDetails_Table.TotalServiceTax; Transaction_Adjustments_Table.ServiceTaxRate; Transaction_Adjustments_Table.ServiceTax; Transaction_Adjustments_Table.AddServiceTax; Transaction_Adjustments_Table.LessServiceTax; Transaction_BodyTaxes_Table.ServiceTaxRate; Transaction_BodyTaxes_Table.ServiceTax; Transaction_BodyTaxes_Table.TotalServiceTax; Transaction_Header_Table.TotalServiceTax,Matching column(s) exist in current connector table set.
Item Body,BEDRate,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.Rate,AssetAllotmentDetails_Table.Rate; Assets_ComponentDetails_Table.Rate; AssetSale_ItemBody_Table.Rate; BarcodeDetails_Table.Rate; BarcodeDetails_Table1.Rate; ConsumablesIssuebody_table.Rate; Diagnos_DiagnosticTest_Inventory_Table.Rate; FillingStationCreditBill_Body_Table.Rate; FillingStationSummaryBill_Body_Table.Rate; FocusOPRates.Rate; InspectionServiceCall_MachineDetails_Table.Rate; IssuestoProduction_ItemBody_Table.Rate,Matching column(s) exist in current connector table set.
Item Body,BED,FILLABLE_WITH_SCHEMA_EXTENSIONS,,Transaction_BodyTaxes_Table.BEDRate; Transaction_BodyTaxes_Table.BED,Matching column(s) exist in ERP schema but outside current connector table set.
Item Body,EdCessRate,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.Rate,AssetAllotmentDetails_Table.Rate; Assets_ComponentDetails_Table.Rate; AssetSale_ItemBody_Table.Rate; BarcodeDetails_Table.Rate; BarcodeDetails_Table1.Rate; ConsumablesIssuebody_table.Rate; Diagnos_DiagnosticTest_Inventory_Table.Rate; FillingStationCreditBill_Body_Table.Rate; FillingStationSummaryBill_Body_Table.Rate; FocusOPRates.Rate; GST3B_EligibleITCBody_Table.Cess; GST3B_OutwardandInwardSuppliesBody_Table.Cess,Matching column(s) exist in current connector table set.
Item Body,EdCess,FILLABLE_WITH_SCHEMA_EXTENSIONS,,GST3B_EligibleITCBody_Table.Cess; GST3B_OutwardandInwardSuppliesBody_Table.Cess; Transaction_Adjustments_Table.EdCessRate; Transaction_Adjustments_Table.EdCess; Transaction_Adjustments_Table.AddEdCess; Transaction_Adjustments_Table.LessEdCess; Transaction_Adjustments_Table.SHEdCessRate; Transaction_Adjustments_Table.SHEdCess; Transaction_Adjustments_Table.AddSHEdCess; Transaction_Adjustments_Table.LessSHEdCess; Transaction_BodyTaxes_Table.EDCessRate; Transaction_BodyTaxes_Table.EDCess,Matching column(s) exist in ERP schema but outside current connector table set.
Item Body,SHEdCessRate,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.Rate,AssetAllotmentDetails_Table.Rate; Assets_ComponentDetails_Table.Rate; AssetSale_ItemBody_Table.Rate; BarcodeDetails_Table.Rate; BarcodeDetails_Table1.Rate; ConsumablesIssuebody_table.Rate; Diagnos_DiagnosticTest_Inventory_Table.Rate; FillingStationCreditBill_Body_Table.Rate; FillingStationSummaryBill_Body_Table.Rate; FocusOPRates.Rate; GST3B_EligibleITCBody_Table.Cess; GST3B_OutwardandInwardSuppliesBody_Table.Cess,Matching column(s) exist in current connector table set.
Item Body,SHEdCess,FILLABLE_WITH_SCHEMA_EXTENSIONS,,GST3B_EligibleITCBody_Table.Cess; GST3B_OutwardandInwardSuppliesBody_Table.Cess; Transaction_Adjustments_Table.EdCess; Transaction_Adjustments_Table.SHEdCessRate; Transaction_Adjustments_Table.SHEdCess; Transaction_Adjustments_Table.AddSHEdCess; Transaction_Adjustments_Table.LessSHEdCess; Transaction_BodyTaxes_Table.EDCess; Transaction_BodyTaxes_Table.SHEDCessRate; Transaction_BodyTaxes_Table.SHEDCess,Matching column(s) exist in ERP schema but outside current connector table set.
Item Body,ImportFeeRate,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.Rate,AssetAllotmentDetails_Table.Rate; Assets_ComponentDetails_Table.Rate; AssetSale_ItemBody_Table.Rate; BarcodeDetails_Table.Rate; BarcodeDetails_Table1.Rate; ConsumablesIssuebody_table.Rate; Diagnos_DiagnosticTest_Inventory_Table.Rate; FillingStationCreditBill_Body_Table.Rate; FillingStationSummaryBill_Body_Table.Rate; FocusOPRates.Rate; InspectionServiceCall_MachineDetails_Table.Rate; IssuestoProduction_ItemBody_Table.Rate,Matching column(s) exist in current connector table set.
Item Body,ImportFee,FILLABLE_WITH_SCHEMA_EXTENSIONS,,PermitDetails_Table.ImportFee; Transaction_BodyTaxes_Table.ImportFeeRate; Transaction_BodyTaxes_Table.ImportFee; User_TransactionRights_Table.import,Matching column(s) exist in ERP schema but outside current connector table set.
Item Body,TotalServiceTax,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.TotalServiceTax,EmployeeAttendanceDetails_Table.OT; PendingDetails_Table.Tax; PendingDetails_Table_202210121.Tax; PreviousYear_POSPartyDetails_Table.TotalServiceTax; SummaryAttendanceDetails_Table.OT; Transaction_Adjustments_Table.ServiceTax; Transaction_BodyTaxes_Table.ServiceTax; Transaction_BodyTaxes_Table.TotalServiceTax; Transaction_Header_Table.TotalServiceTax; VMS_SparesPurchase_Details_Table.Tax; VMS_Vehicle_ServiceSchedule_Table.Service,Matching column(s) exist in current connector table set.
Item Body,Excise,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_Header_Table.TotalExcise; Transaction_Header_Table.TotalExciseInCC; Transaction_ItemBody_Table.ExciseRate; Transaction_ItemBody_Table.Excise; Transaction_ItemBody_Table.ExciseInCC,AssetSale_ItemBody_Table.ExciseRate; AssetSale_ItemBody_Table.Excise; AssetSale_Summary_Table.TotalExcise; Company_Details_Table.CentralExciseNo; CompanyDetails_Table.Excise; PreviousYear_POSPartyDetails_Table.TotalExcise; PreviousYear_POSPartyDetails_Table.TotalExciseInCC; PreviousYear_POSSales_Table.ExciseRate; PreviousYear_POSSales_Table.Excise; PreviousYear_POSSales_Table.ExciseInCC; Transaction_BodyTaxes_Table.Excise; Transaction_Header_Table.TotalExcise,Matching column(s) exist in current connector table set.
Item Body,CSTRate,FILLABLE_FROM_CURRENT_ERP_TABLES,Master_RegistrationDetails_Table.CST; Transaction_ItemBody_Table.Rate; Transaction_ItemBody_Table.CSTRate; Transaction_ItemBody_Table.CST,AssetAllotmentDetails_Table.Rate; Assets_ComponentDetails_Table.Rate; AssetSale_ItemBody_Table.Rate; BarcodeDetails_Table.Rate; BarcodeDetails_Table1.Rate; CompanyDetails_Table.cst; ConsumablesIssuebody_table.Rate; Diagnos_DiagnosticTest_Inventory_Table.Rate; FillingStationCreditBill_Body_Table.Rate; FillingStationSummaryBill_Body_Table.Rate; FocusOPRates.Rate; InspectionServiceCall_MachineDetails_Table.Rate,Matching column(s) exist in current connector table set.
Item Body,CST,FILLABLE_FROM_CURRENT_ERP_TABLES,Master_RegistrationDetails_Table.CST; Transaction_ItemBody_Table.CSTRate; Transaction_ItemBody_Table.CST; Transaction_ItemBody_Table.BodyCSTAccount,Company_Details_Table.CSTNo; CompanyDetails_Table.cst; Master_RegistrationDetails_Table.CST; Transaction_BodyTaxes_Table.CSTRate; Transaction_BodyTaxes_Table.CST; Transaction_ItemBody_Table.CSTRate; Transaction_ItemBody_Table.CST; Transaction_ItemBody_Table.BodyCSTAccount; Transaction_ItemBody1_Table.CSTRate; Transaction_ItemBody1_Table.CST; Transaction_ItemBody1_Table.BodyCSTAccount,Matching column(s) exist in current connector table set.
Item Body,AddlVATRate,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.Rate; Transaction_ItemBody_Table.VATRate; Transaction_ItemBody_Table.VAT; Transaction_ItemBody_Table.AddlVATRate; Transaction_ItemBody_Table.AddlVAT; Transaction_Payments_Table.VATRate,AssetAllotmentDetails_Table.Rate; Assets_ComponentDetails_Table.Rate; AssetSale_ItemBody_Table.Rate; BarcodeDetails_Table.Rate; BarcodeDetails_Table1.Rate; ConsumablesIssuebody_table.Rate; Diagnos_DiagnosticTest_Inventory_Table.Rate; FillingStationCreditBill_Body_Table.Rate; FillingStationSummaryBill_Body_Table.Rate; FocusOPRates.Rate; InspectionServiceCall_MachineDetails_Table.Rate; IssuestoProduction_ItemBody_Table.Rate,Matching column(s) exist in current connector table set.
Item Body,AddlVAT,FILLABLE_FROM_CURRENT_ERP_TABLES,Transaction_ItemBody_Table.VAT; Transaction_ItemBody_Table.AddlVATRate; Transaction_ItemBody_Table.AddlVAT,Transaction_Adjustments_Table.VAT; Transaction_Adjustments_Table.AddlVATRate; Transaction_Adjustments_Table.AddlVAT; Transaction_Adjustments_Table.AddAddlVAT; Transaction_Adjustments_Table.LessAddlVAT; Transaction_BodyTaxes_Table.VAT; Transaction_BodyTaxes_Table.AddlVATRate; Transaction_BodyTaxes_Table.AddlVAT; Transaction_ItemBody_Table.VAT; Transaction_ItemBody_Table.AddlVATRate; Transaction_ItemBody_Table.AddlVAT; Transaction_ItemBody1_Table.VAT,Matching column(s) exist in current connector table set.
